451.171875	-0.06	131.05	0.99
457.03125	0.45	128.02	0.99
462.890625	-0.03	121.31	0.99
468.75	-0.64	121.13	1.0
474.609375	-1.07	116.61	0.99
480.46875	-2.47	120.5	0.99
486.328125	-2.09	125.74	0.99
492.1875	-2.31	126.44	0.99
498.046875	-1.92	134.03	0.98
503.90625	-0.37	132.71	0.99
509.765625	0.2	130.07	0.99
515.625	1.44	126.7	0.99
521.484375	1.65	118.98	0.99
527.34375	2.01	116.5	0.99
533.203125	2.17	110.12	0.99
539.0625	1.86	106.52	0.99
544.921875	1.9	100.37	0.99
550.78125	0.93	98.12	0.99
556.640625	0.82	96.83	0.99
562.5	0.25	92.97	0.99
574.21875	-0.24	95.31	0.99
585.9375	-0.4	95.3	0.99
597.65625	0.08	94.94	0.99
609.375	0.24	90.84	0.99
621.09375	0.41	87.75	0.99
632.8125	0.64	87.83	0.99
644.53125	1.54	86.05	0.99
656.25	2.65	79.15	0.98
667.96875	3.19	67.22	0.98
679.6875	2.86	56.04	0.98
691.40625	1.76	49.22	0.98
703.125	1.39	48.33	0.99
714.84375	1.39	48.44	0.99
726.5625	1.75	47.73	0.99
738.28125	2.3	43.67	0.99
750.0	2.6	38.13	0.99
761.71875	2.76	32.3	0.99
773.4375	2.82	26.83	0.99
785.15625	2.9	21.28	0.99
796.875	2.86	15.02	0.98
808.59375	2.59	6.52	0.98
820.3125	1.88	-0.1	0.98
832.03125	0.78	-3.63	0.98
843.75	-0.3	-0.96	0.98
855.46875	-0.1	1.82	0.98
867.1875	0.45	3.19	0.98
878.90625	0.9	1.48	0.98
890.625	1.43	-3.6	0.98
902.34375	1.72	-7.77	0.98
914.0625	1.82	-13.43	0.99
925.78125	2.01	-18.58	0.99
937.5	2.06	-23.64	0.99
949.21875	2.03	-28.83	0.99
960.9375	1.79	-33.94	0.99
972.65625	1.31	-36.83	0.99
984.375	0.99	-36.63	0.99
996.09375	1.13	-36.01	0.99
1007.8125	1.4	-36.66	0.99
1019.53125	1.73	-34.95	0.99
1031.25	2.72	-34.32	0.99
1042.96875	3.89	-36.46	0.99
1054.6875	4.68	-40.63	0.99
1066.40625	5.35	-48.07	0.99
1078.125	5.63	-54.99	0.99
1089.84375	5.62	-60.12	0.99
1101.5625	5.78	-62.42	0.99
1113.28125	5.91	-66.27	0.99
1125.0	5.83	-69.38	0.99
1148.4375	5.59	-76.28	0.99
1171.875	5.16	-80.57	0.99
1195.3125	4.65	-84.41	0.99
1218.75	4.06	-87.28	0.99
1242.1875	3.56	-91.03	0.98
1265.625	2.92	-93.38	0.98
1289.0625	2.28	-91.52	0.98
1312.5	2.62	-90.05	0.98
1335.9375	3.07	-97.13	0.98
1359.375	2.59	-106.33	0.98
1382.8125	1.31	-108.53	0.98
1406.25	1.37	-106.2	0.98
1429.6875	1.72	-111.9	0.98
1453.125	1.46	-118.87	0.98
1476.5625	1.08	-122.47	0.98
1500.0	0.61	-124.42	0.98
1523.4375	0.43	-122.8	0.98
1546.875	1.22	-123.7	0.98
1570.3125	1.4	-131.88	0.98
1593.75	0.22	-138.77	0.97
1617.1875	-0.4	-130.78	0.97
1640.625	0.9	-129.51	0.97
1664.0625	1.01	-138.79	0.98
1687.5	0.67	-143.32	0.98
1710.9375	0.18	-145.6	0.98
1734.375	-0.24	-151.03	0.97
1757.8125	-1.14	-153.95	0.97
1781.25	-2.23	-152.54	0.97
1804.6875	-2.54	-152.24	0.97
1828.125	-3.25	-151.7	0.97
1851.5625	-3.55	-148.05	0.97
1875.0	-3.21	-146.11	0.97
1898.4375	-2.9	-146.78	0.97
1921.875	-2.51	-148.31	0.97
1945.3125	-2.29	-150.64	0.97
1968.75	-2.46	-152.74	0.97
1992.1875	-2.4	-151.28	0.97
2015.625	-1.92	-150.19	0.97
2039.0625	-1.23	-150.6	0.97
2062.5	-0.69	-154.8	0.97
2085.9375	-0.45	-160.71	0.97
2109.375	-0.65	-166.18	0.97
2132.8125	-1.27	-168.29	0.97
2156.25	-1.58	-171.21	0.97
2179.6875	-2.27	-170.94	0.97
2203.125	-2.62	-169.5	0.97
2226.5625	-2.64	-169.08	0.97
2250.0	-2.67	-170.48	0.97
2296.875	-2.6	-171.96	0.97
2343.75	-2.91	-177.13	0.96
2390.625	-3.4	-177.13	0.97
2437.5	-3.43	-175.35	0.96
2484.375	-3.07	-174.52	0.96
2531.25	-3.13	-179.33	0.96
2578.125	-3.55	176.7	0.96
2625.0	-4.12	175.36	0.96
2671.875	-4.53	177.57	0.96
2718.75	-4.7	179.94	0.96
2765.625	-4.71	-179.72	0.96
2812.5	-4.67	-178.79	0.96
2859.375	-4.57	-177.46	0.96
2906.25	-4.41	-177.16	0.96
2953.125	-4.42	-178.41	0.96
3000.0	-4.79	-179.13	0.95
3046.875	-5.12	-176.78	0.95
3093.75	-5.22	-174.15	0.95
3140.625	-5.15	-172.25	0.95
3187.5	-4.98	-172.1	0.95
3234.375	-4.99	-171.78	0.95
3281.25	-5.02	-172.12	0.94
3328.125	-5.0	-171.42	0.95
3375.0	-4.93	-172.44	0.95
3421.875	-5.12	-173.61	0.94
3468.75	-5.27	-173.93	0.94
3515.625	-5.17	-171.54	0.94
3562.5	-4.54	-169.56	0.94
3609.375	-3.81	-170.07	0.94
3656.25	-3.25	-171.92	0.94
3703.125	-2.92	-173.35	0.94
3750.0	-2.7	-172.84	0.94
3796.875	-2.2	-172.32	0.94
3843.75	-1.74	-173.19	0.93
3890.625	-1.65	-175.77	0.93
3937.5	-1.83	-177.09	0.93
3984.375	-2.08	-177.21	0.93
4031.25	-2.19	-176.61	0.93
4078.125	-2.25	-176.3	0.93
4125.0	-2.27	-176.7	0.93
4171.875	-2.5	-178.5	0.92
4218.75	-2.86	-179.22	0.92
4265.625	-3.13	-177.69	0.92
4312.5	-3.07	-175.77	0.92
4359.375	-2.93	-176.56	0.92
4406.25	-2.88	-177.61	0.91
4453.125	-2.97	-178.32	0.91
4500.0	-2.85	-177.48	0.91
4593.75	-2.07	-178.85	0.9
4687.5	-1.27	179.99	0.9
4781.25	-0.33	177.6	0.89
4875.0	-0.04	174.02	0.89
4968.75	-0.36	173.19	0.89
5062.5	-0.52	172.49	0.88
5156.25	-0.84	172.17	0.88
5250.0	-0.93	172.29	0.88
5343.75	-1.09	169.95	0.87
5437.5	-1.51	169.18	0.87
5531.25	-1.67	169.11	0.87
5625.0	-2.05	171.45	0.86
5718.75	-1.73	175.8	0.86
5812.5	-1.08	176.59	0.86
5906.25	-0.86	177.1	0.84
6000.0	-0.46	178.23	0.84
6093.75	-0.06	177.59	0.83
6187.5	-0.11	175.18	0.83
6281.25	-0.1	174.32	0.83
6375.0	-0.03	173.28	0.82
6468.75	0.09	171.28	0.81
6562.5	0.3	169.5	0.81
6656.25	0.36	166.86	0.8
6750.0	0.25	162.9	0.8
6843.75	-0.43	160.84	0.79
6937.5	-1.28	160.82	0.79
7031.25	-1.75	161.47	0.79
7125.0	-2.13	160.99	0.79
7218.75	-2.6	159.0	0.77
7312.5	-3.01	157.71	0.77
7406.25	-3.43	156.59	0.76
7500.0	-3.65	156.61	0.76
7593.75	-3.67	157.31	0.75
7687.5	-3.51	158.17	0.75
7781.25	-3.36	157.76	0.75
7875.0	-3.49	155.18	0.74
7968.75	-4.29	153.08	0.73
8062.5	-5.34	155.44	0.72
8156.25	-5.92	160.54	0.72
8250.0	-5.91	166.29	0.7
8343.75	-5.28	169.94	0.7
8437.5	-4.51	169.36	0.7
8531.25	-3.93	167.62	0.69
8625.0	-3.19	165.5	0.69
8718.75	-2.59	162.47	0.7
8812.5	-2.21	159.03	0.7
8906.25	-2.05	156.19	0.68
9000.0	-2.09	153.89	0.67
9187.5	-3.2	149.57	0.65
9375.0	-5.5	153.31	0.64
9562.5	-5.93	166.77	0.62
9750.0	-4.02	175.17	0.6
9937.5	-1.81	175.39	0.59
10125.0	-0.06	170.94	0.59
